Route,Direction,Stop 1,Stop 2,Stop 3,Stop 4,Stop 5,Stop 6,Stop 7,Stop 8,Stop 9,Stop 10,Stop 11,Stop 12,Stop 13,Stop 14,Stop 15,Stop 16,Stop 17,Stop 18,Stop 19,Stop 20,Stop 21,Stop 22,Stop 23,Stop 24,Stop 25,Stop 26,Stop 27,Stop 28,Stop 29,Stop 30,Stop 31,Stop 32,Stop 33,Stop 34,Stop 35,Stop 36,Stop 37,Stop 38,Stop 39,Stop 40,Stop 41,Stop 42,Stop 43,Stop 44,Stop 45,Stop 46,Stop 47,Stop 48,Stop 49,Stop 50,Stop 51,Stop 52,Stop 53,Stop 54,Stop 55,Stop 56,Stop 57,Stop 58,Stop 59,Stop 60,Stop 61,Stop 62,Stop 63,Stop 64,Stop 65,Stop 66,Stop 67,Stop 68,Stop 69,Stop 70,Stop 71,Stop 72,Stop 73,Stop 74,Stop 75,Stop 76,Stop 77,Stop 78,Stop 79,Stop 80,Stop 81,Stop 82,Stop 83,Stop 84,Stop 85,Stop 86,Stop 87,Stop 88,Stop 89,Stop 90,Stop 91,Stop 92,Stop 93,Stop 94,Stop 95,Stop 96,Stop 97,Stop 98,Stop 99,Stop 100,Stop 101,Stop 102,Stop 103,Stop 104,Stop 105,Stop 106,Stop 107,Stop 108,Stop 109,Stop 110,Stop 111,Stop 112,Stop 113,Stop 114,Stop 115,Stop 116,Stop 117
Bx18,RIVER PARK TOWERS,E 170 ST/GRAND CONCOURSE,E 170 ST/WALTON AV,E 170 ST/JEROME AV,INWOOD AV/MACOMBS RD,MACOMBS RD/GOBLE PL,MACOMBS RD/GRAND AV,MACOMBS RD/W 176 ST,W TREMONT AV/UNIVERSITY AV,W TREMONT AV/LORING PL S,SEDGWICK AV/W TREMONT AV,UNDERCLIFF AV/SEDGWICK AV,UNDERCLIFF AV/W 176 ST,UNDERCLIFF AV/W 174 ST,UNDERCLIFF AV/W 172 ST,UNDERCLIFF AV/BOSCOBEL PL,UNDERCLIFF AV/SEDGWICK AV,SEDGWICK AV/W 172 ST,SEDGWICK AV/W 174 ST,SEDGWICK AV/W 176 ST,SEDGWICK AV/HARLEM RIVER BRIDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx19,BRONX PARK via 149 ST via SOUTHERN,RIVERBANK/STATE PARK,W 145 ST/RIVERSIDE DR,W 145 ST/BROADWAY,W 145 ST/AMSTERDAM AV,W 145 ST/CONVENT AV,W 145 ST/ST NICHOLAS AV,W 145 ST/FRED DOUGLASS BL,W 145 ST/ADAM C POWELL BL,W 145 ST/MALCOLM X BL,E 149 ST/EXTERIOR ST,E 149 ST/GRAND CONCOURSE,E 149 ST/MORRIS AV,E 149 ST/COURTLANDT AV,E 149 ST/BERGEN AV,E 149 ST/BROOK AV,E 149 ST/ST ANN'S AV,E 149 ST/TRINITY AV,E 149 ST/JACKSON AV,E 149 ST/WALES AV,SOUTHERN BL/E 149 ST,SOUTHERN BL/AV SAINT JOHN,SOUTHERN BL/LEGGETT AV,SOUTHERN BL/E 156 ST,SOUTHERN BL/LONGWOOD AV,SOUTHERN BL/TIFFANY ST,SOUTHERN BL/HUNTS POINT AV,SOUTHERN BL/ALDUS ST,SOUTHERN BL/WESTCHESTER AV,SOUTHERN BL/HOME ST,SOUTHERN BL/FREEMAN ST,SOUTHERN BL/JENNINGS ST,SOUTHERN BL/E 172 ST,SOUTHERN BL/E 173 ST,SOUTHERN BL/BOSTON RD,SOUTHERN BL/E 176 ST,SOUTHERN BL/E TREMONT AV,SOUTHERN BL/E 180 ST,SOUTHERN BL/BRONX PK S,SOUTHERN BL/E 183 ST,SOUTHERN BL/E 187 ST,SOUTHERN BL/E 189 ST,SOUTHERN BL/BOTANICAL GARDENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx19,RIVERBANK PK via SOUTHERN BL via 149 ST,SOUTHERN BL/BOTANICAL GARDENS,SOUTHERN BL/E FORDHAM RD,SOUTHERN BL/E 187 ST,SOUTHERN BL/E 183 ST,SOUTHERN BL/E 182 ST,SOUTHERN BL/E 180 ST,SOUTHERN BL/E 179 ST,SOUTHERN BL/E TREMONT AV,SOUTHERN BL/E 176 St,SOUTHERN BL/E 174 ST,SOUTHERN BL/E 173 ST,SOUTHERN BL/E 172 ST,SOUTHERN BL/JENNINGS ST,SOUTHERN BL/FREEMAN ST,SOUTHERN BL/HOME ST,SOUTHERN BL/E 167 ST,SOUTHERN BL/WESTCHESTER AV,SOUTHERN BL/ALDUS ST,SOUTHERN BL/E 163 ST,SOUTHERN BL/TIFFANY ST,SOUTHERN BL/LONGWOOD AV,SOUTHERN BL/E 156 ST,SOUTHERN BL/LEGGETT AV,SOUTHERN BL/AV ST. JOHN,E 149 ST/SOUTHERN BL,E 149 ST/PROSPECT AV,E 149 ST/TINTON AV,E 149 ST/CONCORD AV,E 149 ST/TRINITY AV,E 149 ST/ST ANNS AV,E 149 ST/BROOK AV,E 149 ST/MELROSE AV,E 149 ST/COURTLANDT AV,E 149 ST/MORRIS AV,E 149 ST/GRAND CONCOURSE,E 149 ST/GERARD AV,W 145 ST/MALCOLM X BL,W 145 ST/ADAM C POWELL BL,W 145 ST/FRED DOUGLASS BL,W 145 ST/ST NICHOLAS AV,W 145 ST/CONVENT AV,W 145 ST/AMSTERDAM AV,W 145 ST/BROADWAY,W 145 ST/RIVERSIDE DR,RIVERBANK/STATE PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx2,KNGSBRIDGE HTS FT INDEP ST via CONCOURSE,LINCOLN AV/E 137 ST,3 AV/E 140 ST,3 AV/E 144 ST,E 149 ST/MELROSE AV,E 149 ST/COURTLANDT AV,E 149 ST/MORRIS AV,GRAND CONCOURSE/E 149 ST,GRAND CONCOURSE/E 153 ST,GRAND CONCOURSE/E 156 ST,GRAND CONCOURSE/E 161 ST,GRAND CONCOURSE/E 163 ST,GRAND CONCOURSE/E 165 ST,GRAND CONCOURSE/MC CLELLAN ST,GRAND CONCOURSE/E 167 ST,GRAND CONCOURSE/E 169 ST,GRAND CONCOURSE/E 170 ST,GRAND CONCOURSE/E 172 ST,GRAND CONCOURSE/MT EDEN AV,GRAND CONCOURSE/CROSS BX EXP OVERPASS,GRAND CONCOURSE/E 175 ST,GRAND CONCOURSE/E TREMONT AV,GRAND CONCOURSE/E 179 ST,GRAND CONCOURSE/E BURNSIDE AV,GRAND CONCOURSE/E 180 ST,GRAND CONCOURSE/E 182 ST,GRAND CONCOURSE/FIELD PL,GRAND CONCOURSE/E 187 ST,GRAND CONCOURSE/E FORDHAM RD,GRAND CONCOURSE/E KINGSBRIDGE RD,GRAND CONCOURSE/E 196 ST,GRAND CONCOURSE/E 198 ST,GRAND CONCOURSE/BEDFORD PK BL,GRAND CONCOURSE/E 203 ST,GRAND CONCOURSE/E 206 ST,GRAND CONCOURSE/E MOSHOLU PY S,E MOSHOLU PY S/JEROME AV,W MOSHOLU PY S/PAUL AV,SEDGWICK AV/DICKINSON AV,SEDGWICK AV/HILLMAN AV,SEDGWICK AV/VAN CORTLANDT AV W,SEDGWICK AV/STEVENSON PL,SEDGWICK AV/GILES PL,SEDGWICK AV/FT INDEPENDENCE ST,HEATH AV/SUMMIT PL,ALBANY CR/BAILEY AV,W 231 ST/BAILEY AV,W 231 ST/BROADWAY,W 231 ST/KINGSBRIDGE AV,W 231 ST/TIBBETT AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx2,MOTT HAVEN 138 ST via CONCOURSE,RIVERDALE AV/W 231 ST,W 231 ST/CORLEAR AV,W 231 ST/BROADWAY,W 231 ST/BAILEY AV,HEATH AV/ALBANY CRES,HEATH AV/SUMMIT PL,SEDGWICK AV/FT INDEPENDENCE ST,SEDGWICK AV/GILES PL,SEDGWICK AV/STEVENSON PL 1,SEDGWICK AV/STEVENSON PL 2,SEDGWICK AV/DICKINSON AV,W MOSHOLU PY S/PAUL AV,W MOSHOLU PY S/JEROME AV,GRAND CONCOURSE/VAN CORTLANDT AV E,GRAND CONCOURSE/E 204 ST,GRAND CONCOURSE/BEDFORD PK BL,GRAND CONCOURSE/MINERVA PL,GRAND CONCOURSE/E 196 ST,GRAND CONCOURSE/E KINGSBRIDGE RD,GRAND CONCOURSE/E 192 ST,GRAND CONCOURSE/E FORDHAM RD,GRAND CONCOURSE/E 187 ST,GRAND CONCOURSE/FIELD PL,GRAND CONCOURSE/E 182 ST,GRAND CONCOURSE/E 181 ST,GRAND CONCOURSE/E BURNSIDE AV,GRAND CONCOURSE/E 179 ST,GRAND CONCOURSE/E 177 ST,GRAND CONCOURSE/MORRIS AV,GRAND CONCOURSE/E 174 ST,GRAND CONCOURSE/E MT EDEN AV,GRAND CONCOURSE/E 172 ST,GRAND CONCOURSE/E 170 ST,GRAND CONCOURSE/E CLARKE PL,GRAND CONCOURSE/E 167 ST,GRAND CONCOURSE/MC CLELLAN ST,GRAND CONCOURSE/E 165 ST,GRAND CONCOURSE/E 163 ST,GRAND CONCOURSE/E 161 ST,GRAND CONCOURSE/E 158 ST,GRAND CONCOURSE/E 156 ST,GRAND CONCOURSE/E 153 ST,E 149 ST/GRAND CONCOURSE,E 149 ST/MORRIS AV,E 149 ST/COURTLANDT AV,3 AV/E 144 ST,3 AV/E 142 ST,3 AV/E 140 ST,3 AV/E 138 ST,E 136 ST/LINCOLN AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx20,INWOOD 207 ST,HENRY HUDSON PKY W/W 246 ST,HENRY HUDSON PKY W/W 239 ST,HENRY HUDSON PKY W/W 237 ST,HENRY HUDSON PKY W/W 236 ST,HENRY HUDSON PKY W/W 232 ST,HENRY HUDSON PKY/2735 HENRY HUDSON PKY,HENRY HUDSON PKY W/W 227 ST,HENRY HUDSON PKY W/INDEPENDENCE AV,KAPPOCK ST/KNOLLS CRES,KAPPOCK ST/JOHNSON AV,IRWIN AV/JOHNSON AV,W 231 ST/RIVERDALE AV,W 231 ST/CORLEAR AV,KINGSBRIDGE AV/W 230 ST,W 230 ST/BROADWAY,BROADWAY/W 228 ST,BROADWAY/W 225 ST,BROADWAY/W 220 ST,BROADWAY/W 218 ST,BROADWAY/W 215 ST,BROADWAY/W 213 ST,BROADWAY/ISHAM ST,BROADWAY/W 207 ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx20,RIVERDALE 246 ST,BROADWAY/ISHAM ST-W 211 ST,BROADWAY/W 213 ST,BROADWAY/W 215 ST,BROADWAY/W 218 ST,BROADWAY/W 220 ST,BROADWAY/W 225 ST,BROADWAY/W 228 ST,BROADWAY/EXTERIOR ST,W 231 ST/BROADWAY,W 231 ST/KINGSBRIDGE AV,W 231 ST/TIBBETT AV,IRWIN AV/JOHNSON AV,KAPPOCK ST/JOHNSON AV,KAPPOCK ST/KNOLLS CRES,HENRY HUDSON PKY E/W 227 ST,HENRY HUDSON PKY E/W 232 ST,HENRY HUDSON PKY E/W 235 ST,HENRY HUDSON PKY E/W 238 ST,HENRY HUDSON PKY E/W 239 ST,HENRY HUDSON PKY E/W 246 ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx21,MOTT HAVEN 136 ST,WESTCHESTER AV/LANE  AV,WATERS PL/HUTCHINSON RVR PKWY,BRONX STATE/BUS SHELTER,EASTCHESTER RD/WATERS PL,EASTCHESTER RD/BASSETT AV,EASTCHESTER RD/IVES ST,MORRIS PK AV/EASTCHESTER RD,MORRIS PK AV/SEMINOLE AV,MORRIS PK AV/WILLIAMSBRIDGE RD,MORRIS PK AV/HONE AV,MORRIS PK AV/RADCLIFF AV,MORRIS PK AV/DELANCEY PL,MORRIS PK AV/BARNES AV,MORRIS PK AV/WHITE PLAINS RD,MORRIS PK AV/AMETHYST ST,MORRIS PK AV/MELVILLE ST,MORRIS PK AV/E 180 ST,E TREMONT AV/MORRIS PK AV,E TREMONT AV/DEVOE AV,E TREMONT AV/BOSTON RD,BOSTON RD/E TREMONT AV F/S,BOSTON RD/VYSE AV,BOSTON RD/SOUTHERN BL,BOSTON RD/E 173 ST,BOSTON RD/LOUIS NINE BL,BOSTON RD/PROSPECT AV,BOSTON RD/CROTONA AV,BOSTON RD/E 169 ST,BOSTON RD/E 168 ST,BOSTON RD/E 166 ST,BOSTON RD/E 165 ST,3 AV/E 163 ST,3 AV/E 158 ST,3 AV/E 156 ST,3 AV/E 154 ST,3 AV/E 150 ST,3 AV/E 148 ST,3 AV/E 144 ST,3 AV/E 142 ST,3 AV/E 140 ST,3 AV/E 138 ST,E 136 ST/LINCOLN AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx21,WESTCHESTER SQ,LINCOLN AV/E 138 ST,3 AV/E 140 ST,3 AV/E 144 ST,3 AV/E 149 ST,3 AV/WESTCHESTER AV,3 AV/E 152 ST,3 AV/E 153 ST,3 AV/E 157 ST,3 AV/E 158 ST,3 AV/E 163 ST,BOSTON RD/E 165 ST,BOSTON RD/E 166 ST,BOSTON RD/HOME ST,BOSTON RD/E 168 ST,BOSTON RD/E 169 ST,BOSTON RD/UNION AV,BOSTON RD/PROSPECT AV,BOSTON RD/LOUIS NINE BL,BOSTON RD/SEABURY PL,BOSTON RD/SOUTHERN BL,BOSTON RD/VYSE AV,BOSTON RD/E TREMONT AV,E TREMONT AV/E 177 ST,E TREMONT AV/BRONX PARK AV,MORRIS PK AV/E TREMONT AV,MORRIS PK AV/ADAMS ST,MORRIS PK AV/VAN BUREN ST,MORRIS PK AV/TAYLOR AV,MORRIS PK AV/UNIONPORT RD,MORRIS PK AV/WHITE PLAINS RD,MORRIS PK AV/BARNES AV,MORRIS PK AV/BRONXDALE AV,MORRIS PK AV/RADCLIFF AV,MORRIS PK AV/HONE AV,MORRIS PK AV/WILLIAMSBRIDGE RD,MORRIS PK AV/SEMINOLE AV,MORRIS PK AV/EASTCHESTER RD,EASTCHESTER RD/SACKETT AV,WATERS PL/EASTCHESTER RD,BRONX STATE/BUS SHELTER,WATERS PL/FINK AV,WESTCHESTER AV/BENSON ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx22,CASTLE HILL ZEREGA AV,W 205 ST/PAUL AV,PAUL AV/BEDFORD PK BL,GOULDEN AV/BEDFORD PK BL,GOULDEN AV/W 197 ST,RESERVOIR AV/W KINGSBRIDGE RD,W KINGSBRIDGE RD/JEROME AV,E KINGSBRIDGE RD/GRAND CONCOURSE,VALENTINE AV/E 192 ST,VALENTINE AV/E FORDHAM RD,E FORDHAM RD/ELM PL,E FORDHAM RD/3 AV,E FORDHAM RD/BATHGATE AV,E FORDHAM RD/HOFFMAN ST,E FORDHAM RD/CAMBRELENG AV,E FORDHAM RD/SOUTHERN BL,BOSTON RD/PELHAM PKY,BRONX PARK E/LYDIG AV,BRONX PARK E/BRADY AV,BRONX PK E/UNIONPORT RD,WHITE PLAINS RD/RHINELANDER AV,WHITE PLAINS RD/MORRIS PK AV,WHITE PLAINS RD/VAN NEST AV,UNIONPORT RD/E TREMONT AV,UNIONPORT RD/GUERLAIN ST,A.B. RYAN OVAL/METROPOLITAN AV,UNIONPORT RD/METROPOLITAN AV,UNIONPORT RD/STARLING AV,STARLING AV/PURDY ST,CASTLE HILL AV/WESTCHESTER AV,CASTLE HILL AV/GLEASON AV,CASTLE HILL AV/CROSS BX SVC RD N,CASTLE HILL AV/CHATTERTON AV,CASTLE HILL AV/BRUCKNER BL,CASTLE HILL AV/HERMANY AV,CASTLE HILL AV/VIRGIL PL,CASTLE HILL AV/SEWARD AV,CASTLE HILL AV/RANDALL AV,CASTLE HILL AV/LACOMBE AV,CASTLE HILL AV/NORTON AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx22,FORDHAM CENTER VALENTINE AV,CASTLE HILL AV/NORTON AV,CASTLE HILL AV/LACOMBE AV,CASTLE HILL AV/RANDALL AV,CASTLE HILL AV/SEWARD AV,CASTLE HILL AV/TURNBULL AV,CASTLE HILL AV/QUIMBY AV,CASTLE HILL AV/BRUCKNER BL,CASTLE HILL AV/WATSON AV,CASTLE HILL AV/CROSS BX SVC RD N,CASTLE HILL AV/GLEASON AV,CASTLE HILL AV/WESTCHESTER AV,STARLING AV/PURDY ST,STARLING AV/UNIONPORT RD,UNIONPORT RD/STARLING AV,AILEEN RYAN OVAL/METROPOLITAN AV,UNIONPORT RD/METROPOLITAN AV,UNIONPORT RD/E TREMONT AV,WHITE PLAINS RD/VAN NEST AV,WHITE PLAINS RD/MORRIS PK AV,WHITE PLAINS RD/RHINELANDER AV,WHITE PLAINS RD/BIRCHALL AV,WHITE PLAINS RD/BRONXDALE AV,BRONX PARK E/BRADY AV,BRONX PARK E/LYDIG AV,BRONX PARK E/PELHAM PY,E FORDHAM RD/SOUTHERN BL,E FORDHAM RD/CAMBERLENG AV,E FORDHAM RD/HOFFMAN ST,E FORDHAM RD/BATHGATE AV,E FORDHAM RD/3 AV,E FORDHAM RD/DECATUR AV,E KINGSBRIDGE RD/E 192 ST,E KINGSBRIDGE RD/GRAND CONCOURSE,E KINGSBRIDGE RD/MORRIS AV,RESERVOIR AV/W 195 ST,GOULDEN AV/RESERVOIR AV,GOULDEN AV/BEDFORD PK BL,W 205 ST/PAUL AV,VALENTINE AV/FORDHAM RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx24,COUNTRY CLUB via PELHAM BAY,MARCONI ST/911 CALL CENTER,MARCONI ST/HUTCH METRO CTR,MARCONI ST/LA FITNESS ENT,WATERS ST/MARCONI ST,WILLIAMSBRIDGE RD/SILVER ST,WILLIAMSBRIDGE RD/E TREMONT AV,WESTCHESTER AV/BLONDEL AV,WESTCHESTER AV/MIDDLETOWN RD,WESTCHESTER AV/ROBERTS AV,WESTCHESTER AV/CROSBY AV,WESTCHESTER AV/MAHAN AV,WESTCHESTER AV/WILKINSON AV,WESTCHESTER AV/AMENDOLA PZ,BRUCKNER BL/WILLOW LA,BRUCKNER BL/ROBERTS AV,BRUCKNER BL/MIDDLETOWN RD,BRUCKNER BL/JARVIS AV,COUNTRY CLUB RD/KEARNEY AV,KEARNEY AV/CONNELL PL,RAWLINS AV/KEARNEY AV,RAWLINS AV/LOHENGRIN PL,CAMPBELL DR/STADIUM AV,CAMPBELL DR/AGAR PL,CAMPBELL DR/COUNTRY CLUB RD,COUNTRY CLUB RD/REED PL,SPENCER DR/REED PL,RADIO DR/LUCERNE ST,RADIO DR/GRISWOLD AV,RESEARCH AV/AMPERE AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx24,HUTCHINSON METRO CENTER,RESEARCH AV/AMPERE AV,KENNELWORTH PL/AMPERE AV,SPENCER DR/KENNELLWORTH PL,SPENCER DR/STADIUM AV,COUNTRY CLUB RD/LOHENGRIN PL,COUNTRY CLUB RD/KENNELLWORTH PL,COUNTRY CLUB RD/MC DONOUGH PL,BRUCKNER BL/MIDDLETOWN RD,BRUCKNER BL/BUHRE AV,BRUCKNER BL/BURR AV,WESTCHESTER AV/WILKINSON AV,WESTCHESTER AV/ST THERESA AV,WESTCHESTER AV/BUHRE AV,WESTCHESTER AV/ROBERTS AV,WESTCHESTER AV/MULFORD AV,WESTCHESTER AV/E TREMONT AV,WILLIAMSBRIDGE RD/ST RAYMONDS AV,WILLIAMSBRIDGE RD/EASTCHESTER RD,WATERS PL/EASTCHESTER RD,MARCONI ST/WATERS PL,MARCONI ST/LA FITNESS ENT,MARCONI ST/HUTCH METRO CTR,MARCONI ST /911 CALL  CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx26,BEDFORD PK LEHMAN COLL via ALLERTON AV,EARHART LA/ERSKINE PL,HUNTER AV/EARHART LA,HUTCHINSON RVR PY E/BOLLER AV,HUTCHINSON RVR PY E/EINSTEIN LOOP S,HUTCHINSON RVR PY E/EINSTEIN LOOP N,BARTOW AV/REAR OF PATHMARK,BARTOW AV/CO-OP CITY BL,ASCH LOOP/CO-OP CITY BL,ASCH LOOP/ALCOTT PL,ASCH LOOP/BARTOW AV,BARTOW AV/EDSON AV,BARTOW AV/BRUNNER AV,GUNTHER AV/BARTOW AV,LODOVICK AV/ALLERTON AV,ALLERTON AV/WESTERVELT AV,ALLERTON AV/EASTCHESTER RD,ALLERTON AV/MORGAN AV,ALLERTON AV/FISH AV,ALLERTON AV/WILSON AV,ALLERTON AV/PEARSALL AV,ALLERTON AV/HERING AV,ALLERTON AV/LACONIA AV,ALLERTON AV/HONE AV,ALLERTON AV/WILLIAMSBRIDGE RD,ALLERTON AV/BOSTON RD,ALLERTON AV/MATTHEWS AV,ALLERTON AV/HOLLAND AV,ALLERTON AV/WHITE PLAINS RD,ALLERTON AV/BARKER AV,KAZIMIROFF BL/BOTANICAL GARDENS,BEDFORD PK BL/WEBSTER AV,BEDFORD PK BL/MARION AV,BEDFORD PK BL/BRIGGS AV,BEDFORD PK BL/GRAND CONCOURSE,BEDFORD PK/JEROME AV,BEDFORD PK/PAUL AV,GOULDEN AV/BEDFORD PK BL,W 205 ST/PAUL AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx26,CO-OP CITY EARHART LANE via ALLERTON AV,W 205 ST/PAUL AV,PAUL AV/BEDFORD PK BL,BEDFORD PK/JEROME AV,BEDFORD PK BL/GRAND CONCOURSE,BEDFORD PK BL/BAINBRIDGE AV,BEDFORD PK BL/MARION AV,BEDFORD PK BL/WEBSTER AV,KAZIMIROFF/BOTANICAL GARDENS E,ALLERTON AV/BRONX PK E,ALLERTON AV/WHITE PLAINS RD,ALLERTON AV/HOLLAND AV,ALLERTON AV/BARNES AV,ALLERTON AV/BRONXWOOD AV,ALLERTON AV/WILLIAMSBRIDGE RD,ALLERTON AV/HONE AV,ALLERTON AV/LACONIA AV,ALLERTON AV/HERING AV,ALLERTON AV/PEARSALL AV,ALLERTON AV/WILSON AV,ALLERTON AV/FISH AV,ALLERTON AV/MORGAN AV,ALLERTON AV/EASTCHESTER RD,ALLERTON AV/WOODHULL AV,ALLERTON AV/WESTERVELT AV,ALLERTON AV/LODOVICK AV,BARTOW AV/GUNTHER AV,BARTOW AV/ELY AV,BARTOW AV/EDSON AV,ASCH LOOP/BARTOW AV,ASCH LOOP/ALCOTT PL,ASCH LOOP/CO-OP CITY BL,BARTOW AV/CO-OP CITY BL,BARTOW AV/REAR OF PATHMARK,HUTCHINSON RVR PKY/EINSTEIN LOOP N,HUTCHINSON RVR PKY/EINSTEIN LOOP S,HUNTER AV/BOLLER AV,ERSKINE PL/EARHART LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx27,CLASON PT,HOE AV/WESTCHESTER AV,WESTCHESTER AV/BRYANT AV,WESTCHESTER AV/WHITLOCK AV,WESTCHESTER AV/COLGATE AV,WESTCHESTER AV/ELDER AV,WESTCHESTER AV/MANOR AV,MORRISON AV/WESTCHESTER AV,MORRISON AV/WATSON AV,WATSON AV/SOUNDVIEW AV,WATSON AV/CROES AV,ROSEDALE AV/1055 ROSEDALE AV,ROSEDALE AV/BRUCKNER BL,ROSEDALE AV/STORY AV,SOUNDVIEW AV/LAFAYETTE AV,ROSEDALE AV/SEWARD AV,RANDALL AV/ROSEDALE AV,RANDALL AV/TAYLOR AV,SOUNDVIEW AV/LACOMBE AV,SOUNDVIEW AV/PATTERSON AV,SOUNDVIEW AV/OBRIEN AV,SOUNDVIEW AV/GILDERSLEEVE AV,SOUNDVIEW AV/NEWMAN AV,SOUNDVIEW AV/CORNELL AV,SOUNDVIEW AV/PUGSLEY AV,SOUNDVIEW AV/FERRY TERMINAL,SOUNDVIEW AV/SOUNDVIEW FERRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx27,WEST FARMS RD WESTCHESTER AV,SOUNDVIEW AV/SOUNDVIEW FERRY,SOUNDVIEW AV/FERRY TERMINAL,SOUNDVIEW AV/STEPHENS AV,SOUNDVIEW AV/GILDERSLEEVE AV,SOUNDVIEW AV/PATTERSON AV,SOUNDVIEW AV/LACOMBE AV,RANDALL AV/TAYLOR AV,RANDALL AV/COMMONWEALTH AV,ROSEDALE AV/SEWARD AV,ROSEDALE AV/LAFAYETTE AV,ROSEDALE AV/STORY AV,ROSEDALE AV/BRUCKNER BL,ROSEDALE AV/1040 ROSEDALE AV,WATSON AV/ROSEDALE AV,WATSON AV/CROES AV,WATSON AV/METCALF AV,MORRISON AV/WATSON AV,MORRISON AV/WESTCHESTER AV,WESTCHESTER AV/MANOR AV,WESTCHESTER AV/BOYNTON AV,WESTCHESTER AV/ELDER AV,WESTCHESTER AV/ COLGATE AV,WESTCHESTER AV/HOME ST,E 167 ST/BRYANT AV,W FARMS RD/HOE AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
