route_id,trip_id,service_id,trip_headsign,direction_id,shape_id
B69,JG_F0-Sunday-042000_B6769_1,JG_F0-Sunday,DOWNTOWN BKLYN SANDS ST via VANDERBILT,0,B690055
B68,JG_F0-Sunday-042000_B68_102,JG_F0-Sunday,WINDSOR TERR PRITCHARD SQ via C I AV,0,B680259
B67,JG_F0-Sunday-042000_B68_104,JG_F0-Sunday,KENSINGTON CORTELYOU RD via 7 AV,1,B670131
B68,JG_F0-Sunday-042000_B68_105,JG_F0-Sunday,CONEY ISLAND STILLWELL AV via C I AV,1,B680260
B9,JG_F0-Sunday-042000_B9_1,JG_F0-Sunday,BAY RIDGE SHRE RD via AVENUE M via 60 ST,1,B90051
B9,JG_F0-Sunday-042000_B9_5,JG_F0-Sunday,FLATBUSH AV,0,B90050
B16,JG_F0-Sunday-042500_B16_2,JG_F0-Sunday,LEFFERTS GARDENS PROSPECT PK STA,0,B160062
B35,JG_F0-Sunday-042500_B35_9,JG_F0-Sunday,SUNSET PARK 1 AV via CHURCH,1,B350211
B43,JG_F0-Sunday-042500_B43_106,JG_F0-Sunday,GREENPOINT BOX ST,0,B430059
B11,JG_F0-Sunday-042700_B11_3,JG_F0-Sunday,MIDWOOD FLATBUSH AV,0,B110043
B8,JG_F0-Sunday-042700_B8_10,JG_F0-Sunday,BROWNSVILLE ROCKAWAY AV,0,B80134
B8,JG_F0-Sunday-042700_B8_4,JG_F0-Sunday,BAY RIDGE 95 ST STA,1,B80135
B35,JG_F0-Sunday-042800_B35_5,JG_F0-Sunday,BROWNSVILLE MOTHER GASTON BL via CHURCH,0,B350005
B11,JG_F0-Sunday-043000_B11_1,JG_F0-Sunday,SUNSET PARK 1 AV-58 ST,1,B110042
B43,JG_F0-Sunday-043000_B43_102,JG_F0-Sunday,LEFFERTS GARDENS PROSPECT PK STA,1,B430060
B16,JG_F0-Sunday-043200_B43_108,JG_F0-Sunday,BAY RIDGE SHORE RD,1,B160063
B68,JG_F0-Sunday-043200_B68_101,JG_F0-Sunday,CONEY ISLAND STILLWELL AV via C I AV,1,B680260
B69,JG_F0-Sunday-043300_B68_109,JG_F0-Sunday,KENSINGTON CORTELYOU RD via 7 AV,1,B690056
B37,JG_F0-Sunday-043500_B37_301,JG_F0-Sunday,BAY RIDGE SHORE RD via 3 AV,1,B370206
B67,JG_F0-Sunday-043500_B68_107,JG_F0-Sunday,DOWNTOWN BKLYN SANDS ST via FLATBUSH AV,0,B670128
B68,JG_F0-Sunday-043500_B68_108,JG_F0-Sunday,WINDSOR TERR PRITCHARD SQ via C I AV,0,B680259
B70,JG_F0-Sunday-043500_B70_201,JG_F0-Sunday,SUNSET PARK 39ST-1AV via 8 AV,0,B700361
B9,JG_F0-Sunday-043500_B9_6,JG_F0-Sunday,FLATBUSH AV,0,B90050
B35,JG_F0-Sunday-043700_B35_3,JG_F0-Sunday,SUNSET PARK 1 AV via CHURCH,1,B350211
B61,JG_F0-Sunday-043700_B61_3,JG_F0-Sunday,DOWNTOWN BKLYN FULTON MALL via RED HOOK,0,B610123
B63,JG_F0-Sunday-043700_B63_106,JG_F0-Sunday,BAY RIDGE SHORE RD via 5 AV,1,B630166
B35,JG_F0-Sunday-044000_B35_12,JG_F0-Sunday,BROWNSVILLE MOTHER GASTON BL via CHURCH,0,B350005
B4,JG_F0-Sunday-044000_B4_1,JG_F0-Sunday,SHEEPSHEAD BAY KNAPP ST,0,B40009
B4,JG_F0-Sunday-044000_B4_3,JG_F0-Sunday,BAY RIDGE NARROWS AV,1,B40008
B61,JG_F0-Sunday-044000_B61_2,JG_F0-Sunday,PARK SLOPE 20 ST via RED HOOK,1,B610124
B63,JG_F0-Sunday-044000_B63_102,JG_F0-Sunday,PIER 6 BKLYN BRIDGE PARK via 5 AV,0,B630156
B70,JG_F0-Sunday-044000_B63_104,JG_F0-Sunday,DYKER HEIGHTS VA HOSPITAL via 8 AV,1,B700283
B11,JG_F0-Sunday-044200_B11_6,JG_F0-Sunday,MIDWOOD FLATBUSH AV,0,B110043
B8,JG_F0-Sunday-044200_B8_11,JG_F0-Sunday,BROWNSVILLE ROCKAWAY AV,0,B80134
B8,JG_F0-Sunday-044200_B8_7,JG_F0-Sunday,BAY RIDGE 95 ST STA,1,B80135
B68,JG_F0-Sunday-044400_B6769_2,JG_F0-Sunday,CONEY ISLAND STILLWELL AV via C I AV,1,B680260
B43,JG_F0-Sunday-044500_B43_109,JG_F0-Sunday,GREENPOINT BOX ST,0,B430059
B9,JG_F0-Sunday-044500_B9_4,JG_F0-Sunday,BAY RIDGE SHRE RD via AVENUE M via 60 ST,1,B90051
B35,JG_F0-Sunday-044900_B35_1,JG_F0-Sunday,SUNSET PARK 1 AV via CHURCH,1,B350211
B11,JG_F0-Sunday-045000_B11_5,JG_F0-Sunday,SUNSET PARK 1 AV-58 ST,1,B110042
B43,JG_F0-Sunday-045000_B43_104,JG_F0-Sunday,LEFFERTS GARDENS PROSPECT PK STA,1,B430060
B69,JG_F0-Sunday-045000_B6769_4,JG_F0-Sunday,DOWNTOWN BKLYN SANDS ST via VANDERBILT,0,B690055
B68,JG_F0-Sunday-045000_B68_103,JG_F0-Sunday,WINDSOR TERR PRITCHARD SQ via C I AV,0,B680259
B37,JG_F0-Sunday-045000_B70_202,JG_F0-Sunday,ATLANTIC AV BARCLAYS CENTER via 3 AV,0,B370205
B9,JG_F0-Sunday-045000_B9_7,JG_F0-Sunday,FLATBUSH AV,0,B90050
B67,JG_F0-Sunday-045100_B6769_3,JG_F0-Sunday,KENSINGTON CORTELYOU RD via 7 AV,1,B670131
B35,JG_F0-Sunday-045200_B35_6,JG_F0-Sunday,BROWNSVILLE MOTHER GASTON BL via CHURCH,0,B350005
B61,JG_F0-Sunday-045400_B61_6,JG_F0-Sunday,DOWNTOWN BKLYN FULTON MALL via RED HOOK,0,B610123
B16,JG_F0-Sunday-045500_B43_101,JG_F0-Sunday,LEFFERTS GARDENS PROSPECT PK STA,0,B160062
B68,JG_F0-Sunday-045600_B68_111,JG_F0-Sunday,CONEY ISLAND STILLWELL AV via C I AV,1,B680260
B11,JG_F0-Sunday-045700_B11_4,JG_F0-Sunday,MIDWOOD FLATBUSH AV,0,B110043
B16,JG_F0-Sunday-045700_B16_3,JG_F0-Sunday,BAY RIDGE SHORE RD,1,B160063
B8,JG_F0-Sunday-045700_B8_12,JG_F0-Sunday,BAY RIDGE 95 ST STA,1,B80135
B8,JG_F0-Sunday-045700_B8_8,JG_F0-Sunday,BROWNSVILLE ROCKAWAY AV,0,B80134
B61,JG_F0-Sunday-046000_B61_4,JG_F0-Sunday,PARK SLOPE 20 ST via RED HOOK,1,B610124
B70,JG_F0-Sunday-046000_B63_101,JG_F0-Sunday,SUNSET PARK 39ST-1AV via 8 AV,0,B700361
B70,JG_F0-Sunday-046000_B70_203,JG_F0-Sunday,DYKER HEIGHTS VA HOSPITAL via 8 AV,1,B700283
B35,JG_F0-Sunday-046100_B35_4,JG_F0-Sunday,SUNSET PARK 1 AV via CHURCH,1,B350211
B9,JG_F0-Sunday-046200_B9_8,JG_F0-Sunday,FLATBUSH AV,0,B90050
B35,JG_F0-Sunday-046400_B35_7,JG_F0-Sunday,BROWNSVILLE MOTHER GASTON BL via CHURCH,0,B350005
B69,JG_F0-Sunday-046400_B6769_1,JG_F0-Sunday,KENSINGTON CORTELYOU RD via 7 AV,1,B690056
B37,JG_F0-Sunday-046500_B37_302,JG_F0-Sunday,BAY RIDGE SHORE RD via 3 AV,1,B370206
B43,JG_F0-Sunday-046500_B43_110,JG_F0-Sunday,GREENPOINT BOX ST,0,B430059
B68,JG_F0-Sunday-046500_B68_110,JG_F0-Sunday,WINDSOR TERR PRITCHARD SQ via C I AV,0,B680259
B67,JG_F0-Sunday-046500_B68_112,JG_F0-Sunday,DOWNTOWN BKLYN SANDS ST via FLATBUSH AV,0,B670128
B63,JG_F0-Sunday-046700_B63_105,JG_F0-Sunday,BAY RIDGE SHORE RD via 5 AV,1,B630166
B68,JG_F0-Sunday-046800_B68_106,JG_F0-Sunday,CONEY ISLAND STILLWELL AV via C I AV,1,B680260
B11,JG_F0-Sunday-047000_B11_2,JG_F0-Sunday,SUNSET PARK 1 AV-58 ST,1,B110042
B43,JG_F0-Sunday-047000_B43_107,JG_F0-Sunday,LEFFERTS GARDENS PROSPECT PK STA,1,B430060
B4,JG_F0-Sunday-047000_B4_4,JG_F0-Sunday,BAY RIDGE NARROWS AV,1,B40008
B4,JG_F0-Sunday-047000_B4_5,JG_F0-Sunday,SHEEPSHEAD BAY KNAPP ST,0,B40009
B61,JG_F0-Sunday-047000_B61_5,JG_F0-Sunday,DOWNTOWN BKLYN FULTON MALL via RED HOOK,0,B610123
B63,JG_F0-Sunday-047000_B63_103,JG_F0-Sunday,PIER 6 BKLYN BRIDGE PARK via 5 AV,0,B630156
B9,JG_F0-Sunday-047000_B9_5,JG_F0-Sunday,BAY RIDGE SHRE RD via AVENUE M via 60 ST,1,B90051
B11,JG_F0-Sunday-047200_B11_7,JG_F0-Sunday,MIDWOOD FLATBUSH AV,0,B110043
B8,JG_F0-Sunday-047200_B8_13,JG_F0-Sunday,BROWNSVILLE ROCKAWAY AV,0,B80134
B8,JG_F0-Sunday-047200_B8_5,JG_F0-Sunday,BAY RIDGE 95 ST STA,1,B80135
B35,JG_F0-Sunday-047300_B35_10,JG_F0-Sunday,SUNSET PARK 1 AV via CHURCH,1,B350211
B9,JG_F0-Sunday-047400_B9_1,JG_F0-Sunday,FLATBUSH AV,0,B90050
B35,JG_F0-Sunday-047600_B35_2,JG_F0-Sunday,BROWNSVILLE MOTHER GASTON BL via CHURCH,0,B350005
B61,JG_F0-Sunday-048000_B61_3,JG_F0-Sunday,PARK SLOPE 20 ST via RED HOOK,1,B610124
B37,JG_F0-Sunday-048000_B63_108,JG_F0-Sunday,ATLANTIC AV BARCLAYS CENTER via 3 AV,0,B370205
B68,JG_F0-Sunday-048000_B68_105,JG_F0-Sunday,WINDSOR TERR PRITCHARD SQ via C I AV,0,B680259
B69,JG_F0-Sunday-048000_B68_109,JG_F0-Sunday,DOWNTOWN BKLYN SANDS ST via VANDERBILT,0,B690055
B68,JG_F0-Sunday-048000_B68_113,JG_F0-Sunday,CONEY ISLAND STILLWELL AV via C I AV,1,B680260
B70,JG_F0-Sunday-048000_B70_201,JG_F0-Sunday,DYKER HEIGHTS VA HOSPITAL via 8 AV,1,B700283
B16,JG_F0-Sunday-048200_B16_2,JG_F0-Sunday,BAY RIDGE SHORE RD,1,B160063
B67,JG_F0-Sunday-048300_B68_107,JG_F0-Sunday,KENSINGTON CORTELYOU RD via 7 AV,1,B670131
B9,JG_F0-Sunday-048400_B9_2,JG_F0-Sunday,FLATBUSH AV,0,B90050
B11,JG_F0-Sunday-048500_B11_3,JG_F0-Sunday,SUNSET PARK 1 AV-58 ST,1,B110042
B35,JG_F0-Sunday-048500_B35_11,JG_F0-Sunday,SUNSET PARK 1 AV via CHURCH,1,B350211
B43,JG_F0-Sunday-048500_B43_102,JG_F0-Sunday,GREENPOINT BOX ST,0,B430059
B16,JG_F0-Sunday-048500_B43_108,JG_F0-Sunday,LEFFERTS GARDENS PROSPECT PK STA,0,B160062
B70,JG_F0-Sunday-048500_B63_107,JG_F0-Sunday,SUNSET PARK 39ST-1AV via 8 AV,0,B700361
B9,JG_F0-Sunday-048500_B9_6,JG_F0-Sunday,BAY RIDGE SHRE RD via AVENUE M via 60 ST,1,B90051
B11,JG_F0-Sunday-048700_B11_8,JG_F0-Sunday,MIDWOOD FLATBUSH AV,0,B110043
B8,JG_F0-Sunday-048700_B8_6,JG_F0-Sunday,BAY RIDGE 95 ST STA,1,B80135
B8,JG_F0-Sunday-048700_B8_9,JG_F0-Sunday,BROWNSVILLE ROCKAWAY AV,0,B80134
B35,JG_F0-Sunday-048800_B35_13,JG_F0-Sunday,BROWNSVILLE MOTHER GASTON BL via CHURCH,0,B350005
B43,JG_F0-Sunday-049000_B43_106,JG_F0-Sunday,LEFFERTS GARDENS PROSPECT PK STA,1,B430060
B61,JG_F0-Sunday-049000_B61_7,JG_F0-Sunday,DOWNTOWN BKLYN FULTON MALL via RED HOOK,0,B610123
B68,JG_F0-Sunday-049200_B68_101,JG_F0-Sunday,WINDSOR TERR PRITCHARD SQ via C I AV,0,B680259
B68,JG_F0-Sunday-049200_B68_108,JG_F0-Sunday,CONEY ISLAND STILLWELL AV via C I AV,1,B680260
B9,JG_F0-Sunday-049300_B9_9,JG_F0-Sunday,FLATBUSH AV,0,B90050
B70,JG_F0-Sunday-049500_B63_110,JG_F0-Sunday,DYKER HEIGHTS VA HOSPITAL via 8 AV,1,B700283
B67,JG_F0-Sunday-049500_B6769_3,JG_F0-Sunday,DOWNTOWN BKLYN SANDS ST via FLATBUSH AV,0,B670128
B37,JG_F0-Sunday-049500_B70_202,JG_F0-Sunday,BAY RIDGE SHORE RD via 3 AV,1,B370206
B69,JG_F0-Sunday-049600_B6769_4,JG_F0-Sunday,KENSINGTON CORTELYOU RD via 7 AV,1,B690056
B35,JG_F0-Sunday-049700_B35_5,JG_F0-Sunday,SUNSET PARK 1 AV via CHURCH,1,B350211
B63,JG_F0-Sunday-049700_B63_109,JG_F0-Sunday,BAY RIDGE SHORE RD via 5 AV,1,B630166
B11,JG_F0-Sunday-050000_B11_6,JG_F0-Sunday,SUNSET PARK 1 AV-58 ST,1,B110042
B35,JG_F0-Sunday-050000_B35_9,JG_F0-Sunday,BROWNSVILLE MOTHER GASTON BL via CHURCH,0,B350005
B4,JG_F0-Sunday-050000_B4_1,JG_F0-Sunday,BAY RIDGE NARROWS AV,1,B40008
B4,JG_F0-Sunday-050000_B4_6,JG_F0-Sunday,SHEEPSHEAD BAY KNAPP ST,0,B40009
B61,JG_F0-Sunday-050000_B61_6,JG_F0-Sunday,PARK SLOPE 20 ST via RED HOOK,1,B610124
B63,JG_F0-Sunday-050000_B63_106,JG_F0-Sunday,PIER 6 BKLYN BRIDGE PARK via 5 AV,0,B630156
B9,JG_F0-Sunday-050000_B9_7,JG_F0-Sunday,BAY RIDGE SHRE RD via AVENUE M via 60 ST,1,B90051
B9,JG_F0-Sunday-050100_B9_10,JG_F0-Sunday,KINGS PLAZA via 60 ST via AVENUE M,0,B90055
B11,JG_F0-Sunday-050200_B11_5,JG_F0-Sunday,MIDWOOD FLATBUSH AV,0,B110043
B8,JG_F0-Sunday-050200_B8_14,JG_F0-Sunday,BAY RIDGE 95 ST STA,1,B80135
B8,JG_F0-Sunday-050200_B8_15,JG_F0-Sunday,BROWNSVILLE ROCKAWAY AV,0,B80134
B68,JG_F0-Sunday-050400_B6769_2,JG_F0-Sunday,WINDSOR TERR PRITCHARD SQ via C I AV,0,B680259
B68,JG_F0-Sunday-050400_B68_103,JG_F0-Sunday,CONEY ISLAND STILLWELL AV via C I AV,1,B680260
B43,JG_F0-Sunday-050500_B43_105,JG_F0-Sunday,GREENPOINT BOX ST,0,B430059
B70,JG_F0-Sunday-050500_B70_203,JG_F0-Sunday,SUNSET PARK 39ST-1AV via 8 AV,0,B700361
B16,JG_F0-Sunday-050600_B43_111,JG_F0-Sunday,BAY RIDGE SHORE RD,1,B160063
B35,JG_F0-Sunday-050900_B35_12,JG_F0-Sunday,SUNSET PARK 1 AV via CHURCH,1,B350211
B9,JG_F0-Sunday-050900_B9_11,JG_F0-Sunday,FLATBUSH AV,0,B90050
B37,JG_F0-Sunday-051000_B37_302,JG_F0-Sunday,ATLANTIC AV BARCLAYS CENTER via 3 AV,0,B370205
B43,JG_F0-Sunday-051000_B43_109,JG_F0-Sunday,LEFFERTS GARDENS PROSPECT PK STA,1,B430060
B61,JG_F0-Sunday-051000_B61_8,JG_F0-Sunday,DOWNTOWN BKLYN FULTON MALL via RED HOOK,0,B610123
B69,JG_F0-Sunday-051000_B6769_1,JG_F0-Sunday,DOWNTOWN BKLYN SANDS ST via VANDERBILT,0,B690055
B70,JG_F0-Sunday-051000_B70_204,JG_F0-Sunday,DYKER HEIGHTS VA HOSPITAL via 8 AV,1,B700283
B35,JG_F0-Sunday-051200_B35_14,JG_F0-Sunday,BROWNSVILLE MOTHER GASTON BL via CHURCH,0,B350005
B11,JG_F0-Sunday-051500_B11_4,JG_F0-Sunday,SUNSET PARK 1 AV-58 ST,1,B110042
B16,JG_F0-Sunday-051500_B16_3,JG_F0-Sunday,LEFFERTS GARDENS PROSPECT PK STA,0,B160062
B67,JG_F0-Sunday-051500_B68_112,JG_F0-Sunday,KENSINGTON CORTELYOU RD via 7 AV,1,B670131
B9,JG_F0-Sunday-051500_B9_8,JG_F0-Sunday,BAY RIDGE SHRE RD via AVENUE M via 60 ST,1,B90051
B68,JG_F0-Sunday-051600_B68_111,JG_F0-Sunday,WINDSOR TERR PRITCHARD SQ via C I AV,0,B680259
B68,JG_F0-Sunday-051600_B68_115,JG_F0-Sunday,CONEY ISLAND STILLWELL AV via C I AV,1,B680260
B11,JG_F0-Sunday-051700_B11_9,JG_F0-Sunday,MIDWOOD FLATBUSH AV,0,B110043
B63,JG_F0-Sunday-051700_B63_102,JG_F0-Sunday,BAY RIDGE SHORE RD via 5 AV,1,B630166
B8,JG_F0-Sunday-051700_B8_10,JG_F0-Sunday,BAY RIDGE 95 ST STA,1,B80135
B8,JG_F0-Sunday-051700_B8_3,JG_F0-Sunday,BROWNSVILLE ROCKAWAY AV,0,B80134
B9,JG_F0-Sunday-051700_B9_3,JG_F0-Sunday,KINGS PLAZA via 60 ST via AVENUE M,0,B90055
B61,JG_F0-Sunday-052000_B61_5,JG_F0-Sunday,PARK SLOPE 20 ST via RED HOOK,1,B610124
B35,JG_F0-Sunday-052100_B35_6,JG_F0-Sunday,SUNSET PARK 1 AV via CHURCH,1,B350211
B70,JG_F0-Sunday-052300_B70_201,JG_F0-Sunday,SUNSET PARK 39ST-1AV via 8 AV,0,B700361
B35,JG_F0-Sunday-052400_B35_15,JG_F0-Sunday,BROWNSVILLE MOTHER GASTON BL via CHURCH,0,B350005
B43,JG_F0-Sunday-052500_B43_107,JG_F0-Sunday,GREENPOINT BOX ST,0,B430059
B70,JG_F0-Sunday-052500_B63_107,JG_F0-Sunday,DYKER HEIGHTS VA HOSPITAL via 8 AV,1,B700283
B37,JG_F0-Sunday-052500_B63_108,JG_F0-Sunday,BAY RIDGE SHORE RD via 3 AV,1,B370206
B67,JG_F0-Sunday-052500_B68_114,JG_F0-Sunday,DOWNTOWN BKLYN SANDS ST via FLATBUSH AV,0,B670128
B9,JG_F0-Sunday-052600_B9_5,JG_F0-Sunday,KINGS PLAZA via 60 ST via AVENUE M,0,B90055
B69,JG_F0-Sunday-052700_B68_109,JG_F0-Sunday,KENSINGTON CORTELYOU RD via 7 AV,1,B690056
B63,JG_F0-Sunday-052800_B63_112,JG_F0-Sunday,PIER 6 BKLYN BRIDGE PARK via 5 AV,0,B630156
B68,JG_F0-Sunday-052800_B68_106,JG_F0-Sunday,WINDSOR TERR PRITCHARD SQ via C I AV,0,B680259
B68,JG_F0-Sunday-052800_B68_110,JG_F0-Sunday,CONEY ISLAND STILLWELL AV via C I AV,1,B680260
B11,JG_F0-Sunday-053000_B11_7,JG_F0-Sunday,SUNSET PARK 1 AV-58 ST,1,B110042
B16,JG_F0-Sunday-053000_B43_103,JG_F0-Sunday,BAY RIDGE SHORE RD,1,B160063
B43,JG_F0-Sunday-053000_B43_110,JG_F0-Sunday,LEFFERTS GARDENS PROSPECT PK STA,1,B430060
B4,JG_F0-Sunday-053000_B4_4,JG_F0-Sunday,SHEEPSHEAD BAY KNAPP ST,0,B40009
B4,JG_F0-Sunday-053000_B4_7,JG_F0-Sunday,BAY RIDGE NARROWS AV,1,B40008
B61,JG_F0-Sunday-053000_B61_3,JG_F0-Sunday,DOWNTOWN BKLYN FULTON MALL via RED HOOK,0,B610123
B9,JG_F0-Sunday-053000_B9_1,JG_F0-Sunday,BAY RIDGE SHRE RD via AVENUE M via 60 ST,1,B90051
B11,JG_F0-Sunday-053200_B11_10,JG_F0-Sunday,MIDWOOD FLATBUSH AV,0,B110043
B8,JG_F0-Sunday-053200_B8_16,JG_F0-Sunday,BAY RIDGE 95 ST STA,1,B80135
B8,JG_F0-Sunday-053200_B8_7,JG_F0-Sunday,BROWNSVILLE ROCKAWAY AV,0,B80134
B35,JG_F0-Sunday-053300_B35_7,JG_F0-Sunday,McDONALD AV via CHURCH AV,1,B350209
B9,JG_F0-Sunday-053500_B9_12,JG_F0-Sunday,KINGS PLAZA via 60 ST via AVENUE M,0,B90055
B63,JG_F0-Sunday-053700_B63_111,JG_F0-Sunday,BAY RIDGE SHORE RD via 5 AV,1,B630166
B37,JG_F0-Sunday-054000_B37_301,JG_F0-Sunday,ATLANTIC AV BARCLAYS CENTER via 3 AV,0,B370205
B61,JG_F0-Sunday-054000_B61_7,JG_F0-Sunday,PARK SLOPE 20 ST via RED HOOK,1,B610124
B70,JG_F0-Sunday-054000_B63_110,JG_F0-Sunday,SUNSET PARK 39ST-1AV via 8 AV,0,B700361
B69,JG_F0-Sunday-054000_B6769_4,JG_F0-Sunday,DOWNTOWN BKLYN SANDS ST via VANDERBILT,0,B690055
B68,JG_F0-Sunday-054000_B68_105,JG_F0-Sunday,CONEY ISLAND STILLWELL AV via C I AV,1,B680260
B68,JG_F0-Sunday-054000_B68_113,JG_F0-Sunday,WINDSOR TERR PRITCHARD SQ via C I AV,0,B680259
B9,JG_F0-Sunday-054400_B9_13,JG_F0-Sunday,KINGS PLAZA via 60 ST via AVENUE M,0,B90055
B9,JG_F0-Sunday-054400_B9_2,JG_F0-Sunday,BAY RIDGE SHRE RD via AVENUE M via 60 ST,1,B90051
B11,JG_F0-Sunday-054500_B11_8,JG_F0-Sunday,SUNSET PARK 1 AV-58 ST,1,B110042
B16,JG_F0-Sunday-054500_B16_2,JG_F0-Sunday,LEFFERTS GARDENS PROSPECT PK STA,0,B160062
B35,JG_F0-Sunday-054500_B35_2,JG_F0-Sunday,SUNSET PARK 1 AV via CHURCH,1,B350211
B43,JG_F0-Sunday-054500_B43_112,JG_F0-Sunday,GREENPOINT BOX ST,0,B430059
B67,JG_F0-Sunday-054500_B6769_3,JG_F0-Sunday,KENSINGTON CORTELYOU RD via 7 AV,1,B670131
B70,JG_F0-Sunday-054500_B70_203,JG_F0-Sunday,DYKER HEIGHTS VA HOSPITAL via 8 AV,1,B700283
B35,JG_F0-Sunday-054600_B35_10,JG_F0-Sunday,BROWNSVILLE MOTHER GASTON BL via CHURCH,0,B350005
B11,JG_F0-Sunday-054700_B11_1,JG_F0-Sunday,MIDWOOD FLATBUSH AV,0,B110043
B8,JG_F0-Sunday-054700_B8_12,JG_F0-Sunday,BROWNSVILLE ROCKAWAY AV,0,B80134
B8,JG_F0-Sunday-054700_B8_8,JG_F0-Sunday,BAY RIDGE 95 ST STA,1,B80135
B43,JG_F0-Sunday-055000_B43_102,JG_F0-Sunday,LEFFERTS GARDENS PROSPECT PK STA,1,B430060
B16,JG_F0-Sunday-055000_B43_108,JG_F0-Sunday,BAY RIDGE SHORE RD,1,B160063
B61,JG_F0-Sunday-055000_B61_6,JG_F0-Sunday,DOWNTOWN BKLYN FULTON MALL via RED HOOK,0,B610123
B68,JG_F0-Sunday-055200_B68_108,JG_F0-Sunday,WINDSOR TERR PRITCHARD SQ via C I AV,0,B680259
B68,JG_F0-Sunday-055200_B68_116,JG_F0-Sunday,CONEY ISLAND STILLWELL AV via C I AV,1,B680260
B63,JG_F0-Sunday-055300_B63_113,JG_F0-Sunday,PIER 6 BKLYN BRIDGE PARK via 5 AV,0,B630156
B9,JG_F0-Sunday-055300_B9_7,JG_F0-Sunday,KINGS PLAZA via 60 ST via AVENUE M,0,B90055
B35,JG_F0-Sunday-055400_B35_3,JG_F0-Sunday,BROWNSVILLE MOTHER GASTON BL via CHURCH,0,B350004
B37,JG_F0-Sunday-055500_B37_302,JG_F0-Sunday,BAY RIDGE SHORE RD via 3 AV,1,B370206
B67,JG_F0-Sunday-055500_B68_112,JG_F0-Sunday,DOWNTOWN BKLYN SANDS ST via FLATBUSH AV,0,B670128
B70,JG_F0-Sunday-055500_B70_204,JG_F0-Sunday,SUNSET PARK 39ST-1AV via 8 AV,0,B700361
B9,JG_F0-Sunday-055600_B9_9,JG_F0-Sunday,BAY RIDGE SHRE RD via AVENUE M via 60 ST,1,B90051
B35,JG_F0-Sunday-055700_B35_13,JG_F0-Sunday,McDONALD AV via CHURCH AV,1,B350209
B63,JG_F0-Sunday-055700_B63_104,JG_F0-Sunday,BAY RIDGE SHORE RD via 5 AV,1,B630166
B11,JG_F0-Sunday-056000_B11_5,JG_F0-Sunday,SUNSET PARK 1 AV-58 ST,1,B110042
B4,JG_F0-Sunday-056000_B4_2,JG_F0-Sunday,SHEEPSHEAD BAY KNAPP ST,0,B40009
B4,JG_F0-Sunday-056000_B4_5,JG_F0-Sunday,BAY RIDGE NARROWS AV,1,B40008
B61,JG_F0-Sunday-056000_B61_8,JG_F0-Sunday,PARK SLOPE 20 ST via RED HOOK,1,B610124
B69,JG_F0-Sunday-056000_B6769_1,JG_F0-Sunday,KENSINGTON CORTELYOU RD via 7 AV,1,B690056
B11,JG_F0-Sunday-056200_B11_6,JG_F0-Sunday,MIDWOOD FLATBUSH AV,0,B110043
B8,JG_F0-Sunday-056200_B8_13,JG_F0-Sunday,BAY RIDGE 95 ST STA,1,B80135
B8,JG_F0-Sunday-056200_B8_5,JG_F0-Sunday,BROWNSVILLE ROCKAWAY AV,0,B80134
B9,JG_F0-Sunday-056200_B9_14,JG_F0-Sunday,KINGS PLAZA via 60 ST via AVENUE M,0,B90055
B68,JG_F0-Sunday-056400_B68_103,JG_F0-Sunday,WINDSOR TERR PRITCHARD SQ via C I AV,0,B680259
B68,JG_F0-Sunday-056400_B68_104,JG_F0-Sunday,CONEY ISLAND STILLWELL AV via C I AV,1,B680260
B43,JG_F0-Sunday-056500_B16_4,JG_F0-Sunday,GREENPOINT BOX ST,0,B430059
B70,JG_F0-Sunday-056500_B70_202,JG_F0-Sunday,DYKER HEIGHTS VA HOSPITAL via 8 AV,1,B700283
B9,JG_F0-Sunday-056800_B9_11,JG_F0-Sunday,BAY RIDGE SHRE RD via AVENUE M via 60 ST,1,B90051
B35,JG_F0-Sunday-056900_B35_9,JG_F0-Sunday,SUNSET PARK 1 AV via CHURCH,1,B350211
B16,JG_F0-Sunday-057000_B16_1,JG_F0-Sunday,BAY RIDGE SHORE RD,1,B160063
B35,JG_F0-Sunday-057000_B35_8,JG_F0-Sunday,BROWNSVILLE MOTHER GASTON BL via CHURCH,0,B350005
B43,JG_F0-Sunday-057000_B43_105,JG_F0-Sunday,LEFFERTS GARDENS PROSPECT PK STA,1,B430060
B61,JG_F0-Sunday-057000_B61_5,JG_F0-Sunday,DOWNTOWN BKLYN FULTON MALL via RED HOOK,0,B610123
B37,JG_F0-Sunday-057000_B63_108,JG_F0-Sunday,ATLANTIC AV BARCLAYS CENTER via 3 AV,0,B370205
B69,JG_F0-Sunday-057000_B68_117,JG_F0-Sunday,DOWNTOWN BKLYN SANDS ST via VANDERBILT,0,B690055
B9,JG_F0-Sunday-057100_B9_10,JG_F0-Sunday,BAY RIDGE SHRE RD via AVENUE M via 60 ST,1,B90053
B9,JG_F0-Sunday-057100_B9_8,JG_F0-Sunday,KINGS PLAZA via 60 ST via AVENUE M,0,B90055
B63,JG_F0-Sunday-057300_B63_109,JG_F0-Sunday,PIER 6 BKLYN BRIDGE PARK via 5 AV,0,B630156
B11,JG_F0-Sunday-057500_B11_9,JG_F0-Sunday,SUNSET PARK 1 AV-58 ST,1,B110042
B16,JG_F0-Sunday-057500_B43_111,JG_F0-Sunday,LEFFERTS GARDENS PROSPECT PK STA,0,B160062
